0,91179.240586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000400,0.002800,0.015200,0.020800,0.042400,0.061600,0.089600,0.114000,0.110800,0.122000,0.101200,0.097200,0.071200,0.055200,0.036400,0.030000,0.013600,0.007600,0.004400,0.003600
1,86776.790647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000400,0.008000,0.015200,0.027600,0.044800,0.078000,0.087200,0.096800,0.118000,0.101600,0.096800,0.072800,0.082000,0.058800,0.037600,0.031600,0.021600,0.012000,0.003600,0.005600
2,82711.621891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000800,0.004400,0.011200,0.021200,0.034400,0.056800,0.073200,0.084000,0.083200,0.107600,0.090800,0.086800,0.084400,0.064000,0.064800,0.042800,0.028800,0.022000,0.020400,0.008400,0.010000
3,79897.216984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001200,0.004800,0.016000,0.034000,0.043600,0.060800,0.065600,0.078400,0.088800,0.078800,0.095600,0.078800,0.067600,0.058400,0.072800,0.038000,0.033600,0.029600,0.016800,0.016800,0.020000
4,77758.058988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.009200,0.024800,0.037600,0.056800,0.063600,0.065600,0.068800,0.076400,0.076000,0.078400,0.076800,0.070800,0.057600,0.051600,0.049600,0.030400,0.026000,0.027600,0.024000,0.026000
5,75992.800227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003600,0.010800,0.032000,0.048000,0.057600,0.055600,0.067200,0.068000,0.069200,0.076800,0.071200,0.071600,0.060400,0.056000,0.053200,0.046400,0.031200,0.034000,0.025200,0.023200,0.038800
6,74557.253123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005600,0.019200,0.038000,0.051200,0.060400,0.052800,0.058000,0.064000,0.071200,0.068400,0.063600,0.064400,0.062400,0.055200,0.052000,0.042000,0.039600,0.028800,0.033600,0.022400,0.047200
7,72545.533534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005600,0.025600,0.046400,0.052400,0.062800,0.060400,0.056000,0.060800,0.056800,0.063200,0.062800,0.058800,0.055600,0.050000,0.046400,0.046800,0.040800,0.030400,0.028800,0.031200,0.058400
8,70876.777477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.032000,0.050000,0.054800,0.053200,0.069200,0.061600,0.051200,0.059200,0.057600,0.055200,0.058400,0.046800,0.046000,0.042800,0.044400,0.040800,0.035600,0.034800,0.032000,0.066400
9,69651.723488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014800,0.033600,0.057200,0.061200,0.055600,0.062400,0.056800,0.050400,0.057600,0.052400,0.049600,0.052000,0.048400,0.045600,0.044400,0.037600,0.034800,0.036800,0.034400,0.040800,0.073600
10,68224.525029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020400,0.042000,0.059200,0.061200,0.057200,0.052800,0.048000,0.048000,0.052800,0.053600,0.056400,0.045600,0.047200,0.045200,0.041600,0.035200,0.039200,0.036000,0.032800,0.041200,0.084400
11,67158.781454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018400,0.046000,0.060400,0.067600,0.058400,0.054000,0.046400,0.049200,0.056800,0.042400,0.049600,0.041600,0.044400,0.042400,0.044400,0.039200,0.031200,0.033200,0.035600,0.045200,0.093600
12,66034.821730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018000,0.052800,0.063600,0.062800,0.060400,0.051600,0.051600,0.051200,0.041600,0.045600,0.044800,0.050800,0.036000,0.040000,0.042000,0.043600,0.029600,0.033200,0.038800,0.048800,0.093200
13,64859.168724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024800,0.050000,0.067600,0.066400,0.055200,0.053600,0.054400,0.049200,0.042000,0.039600,0.047600,0.035200,0.045200,0.038000,0.036000,0.039200,0.033600,0.032400,0.039200,0.039600,0.111200
14,64184.553548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023200,0.062400,0.067600,0.065200,0.053600,0.048800,0.055200,0.048800,0.039200,0.045600,0.041200,0.036000,0.038800,0.032800,0.041200,0.038800,0.032000,0.029200,0.039200,0.053200,0.108000
15,63051.525892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025200,0.061600,0.078800,0.056800,0.060800,0.053200,0.042800,0.045200,0.042800,0.040400,0.042800,0.036800,0.039200,0.032400,0.036800,0.031600,0.035200,0.028000,0.036400,0.058000,0.115200
16,62043.941651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034000,0.059200,0.069600,0.061600,0.058800,0.056000,0.049600,0.047200,0.038800,0.037200,0.034800,0.038800,0.036400,0.036400,0.032000,0.027200,0.033200,0.028800,0.040800,0.059600,0.120000
17,61605.767897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031600,0.070400,0.069200,0.070000,0.059200,0.050800,0.044000,0.038400,0.036000,0.038400,0.034400,0.035200,0.036000,0.033600,0.031200,0.033600,0.036400,0.032800,0.036400,0.062000,0.120400
