0,90105.999881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000400,0.005600,0.006000,0.017200,0.033200,0.069200,0.102000,0.119200,0.101600,0.129200,0.113200,0.085200,0.076800,0.047600,0.034400,0.022400,0.017600,0.011200,0.004000,0.004000
1,86246.275915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000400,0.000800,0.007600,0.014000,0.026000,0.050400,0.071600,0.089200,0.107200,0.107200,0.107600,0.089600,0.087200,0.068400,0.056000,0.041200,0.027200,0.022400,0.010800,0.008000,0.007200
2,83392.349780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001200,0.003600,0.012800,0.024400,0.030000,0.058000,0.076000,0.086000,0.092800,0.087600,0.090000,0.090000,0.080000,0.077600,0.051600,0.041200,0.033600,0.022800,0.016800,0.011600,0.012400
3,81089.310800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000800,0.007200,0.015200,0.035200,0.043600,0.062400,0.077200,0.073200,0.082000,0.081200,0.084800,0.079600,0.068000,0.062000,0.059200,0.052000,0.035200,0.028400,0.018400,0.014000,0.020400
4,78167.366574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.011600,0.025200,0.040000,0.059600,0.066000,0.065600,0.069200,0.066800,0.062800,0.078000,0.078400,0.066800,0.063200,0.052800,0.051600,0.037200,0.028800,0.024800,0.021200,0.028000
5,75548.623177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003200,0.013200,0.030000,0.051600,0.061200,0.066800,0.062800,0.062800,0.064800,0.068400,0.066000,0.073200,0.050000,0.061200,0.058000,0.046400,0.042800,0.026000,0.028400,0.026800,0.036400
6,73505.842236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.022800,0.036000,0.048000,0.063600,0.070400,0.066000,0.056400,0.061200,0.065200,0.056400,0.061600,0.056000,0.051200,0.056800,0.042400,0.045600,0.030400,0.028800,0.028400,0.048800
7,71695.953107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.026800,0.038800,0.056800,0.074000,0.062000,0.056400,0.055600,0.058400,0.061600,0.055200,0.052400,0.056400,0.052800,0.044000,0.046800,0.038800,0.036000,0.029200,0.031200,0.060800
8,70032.737463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009200,0.024000,0.051600,0.072800,0.062000,0.060000,0.056000,0.049200,0.057200,0.055200,0.055200,0.056800,0.045600,0.048000,0.042800,0.043200,0.042000,0.031200,0.029600,0.037600,0.070800
9,68963.268756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.037200,0.054000,0.062400,0.063200,0.068800,0.058400,0.047600,0.048000,0.050400,0.046400,0.052000,0.050400,0.047200,0.040800,0.036800,0.036800,0.037600,0.030800,0.034000,0.087200
